date,open,high,low,close,adjclose,volume,dividend,split_ratio
2024-10-01,128.5800018310547,129.52999877929688,127.97000122070312,128.6999969482422,121.45112609863281,780400,0.0,0.0
2024-10-02,127.43000030517578,129.0,126.75,128.6999969482422,121.45112609863281,763500,0.0,0.0
2024-10-03,128.75999450683594,128.92999267578125,127.30000305175781,127.55000305175781,120.36590576171875,868500,0.0,0.0
2024-10-04,126.1500015258789,127.2699966430664,125.69999694824219,126.9800033569336,119.82801055908203,721400,0.0,0.0
2024-10-07,126.69999694824219,126.69999694824219,125.02999877929688,125.29000091552734,118.23320007324219,962900,0.0,0.0
2024-10-08,126.0999984741211,126.55000305175781,125.4000015258789,125.4800033569336,118.4124984741211,844400,0.0,0.0
2024-10-09,125.38999938964844,126.11000061035156,124.08999633789062,124.5199966430664,117.5065689086914,1871500,0.0,0.0
2024-10-10,124.75,125.52999877929688,123.58999633789062,123.68000030517578,116.71388244628906,789400,0.0,0.0
2024-10-11,124.12999725341797,125.20999908447266,123.91999816894531,124.87000274658203,117.83685302734375,880700,0.0,0.0
2024-10-14,124.91999816894531,125.94000244140625,124.75,125.58000183105469,118.50686645507812,830700,0.0,0.0
2024-10-15,126.43000030517578,128.05999755859375,126.4000015258789,127.38999938964844,120.21491241455078,1901500,0.0,0.0
2024-10-16,127.5999984741211,128.8699951171875,127.37999725341797,128.47000122070312,121.23410034179688,780700,0.0,0.0
2024-10-17,128.52000427246094,128.9499969482422,128.0399932861328,128.44000244140625,121.20578002929688,1137300,0.0,0.0
2024-10-18,128.77999877929688,129.27999877929688,127.87000274658203,128.89999389648438,121.6398696899414,777000,0.0,0.0
2024-10-21,129.02000427246094,129.35000610351562,127.31999969482422,127.95999908447266,120.75281524658203,892700,0.0,0.0
2024-10-22,127.5999984741211,128.52999877929688,126.95999908447266,128.22999572753906,121.00759887695312,747800,0.0,0.0
2024-10-23,128.0399932861328,130.0399932861328,127.8499984741211,129.99000549316406,122.66848754882812,1389100,0.0,0.0
2024-10-24,130.0,131.6699981689453,129.17999267578125,129.77000427246094,122.46086883544922,1575100,0.0,0.0
2024-10-25,130.05999755859375,130.14999389648438,126.45999908447266,126.56999969482422,119.44110870361328,1276000,0.0,0.0
2024-10-28,127.4800033569336,127.63999938964844,126.51000213623047,126.62999725341797,119.49772644042969,939700,0.0,0.0
2024-10-29,125.88999938964844,125.88999938964844,123.7699966430664,123.93000030517578,116.94979858398438,823400,0.0,0.0
2024-10-30,124.77999877929688,125.0,123.5,124.13999938964844,117.1479721069336,1002800,0.0,0.0
2024-10-31,123.72000122070312,125.36000061035156,123.72000122070312,124.22000122070312,117.22347259521484,900600,0.0,0.0
2024-11-01,124.19000244140625,124.54000091552734,121.08999633789062,121.29000091552734,114.45849609375,992500,0.0,0.0
2024-11-04,121.04000091552734,122.01000213623047,120.26000213623047,121.62999725341797,114.77933502197266,911300,0.0,0.0
2024-11-05,121.62999725341797,123.52999877929688,121.41000366210938,123.43000030517578,116.47797393798828,749700,0.0,0.0
2024-11-06,122.75,123.66999816894531,120.9800033569336,121.56999969482422,114.72272491455078,1570300,0.0,0.0
2024-11-07,122.1500015258789,123.16999816894531,115.58999633789062,117.04000091552734,110.44786834716797,3753800,0.0,0.0
2024-11-08,117.6500015258789,119.36000061035156,117.1500015258789,117.80000305175781,111.1650619506836,3021500,0.0,0.0
2024-11-11,117.79000091552734,119.91999816894531,117.7699966430664,119.7300033569336,112.98637390136719,1321000,0.0,0.0
2024-11-12,119.48999786376953,120.73999786376953,119.48999786376953,120.06999969482422,113.30720520019531,1578400,0.0,0.0
2024-11-13,120.75,120.81999969482422,117.9000015258789,118.62000274658203,111.93887329101562,1458700,0.0,0.0
2024-11-14,118.97000122070312,120.54000091552734,118.95999908447266,119.41000366210938,112.68438720703125,1625100,0.0,0.0
2024-11-15,119.12000274658203,120.33999633789062,118.94999694824219,120.08999633789062,113.32608032226562,3097600,0.0,0.0
2024-11-18,119.66999816894531,121.08999633789062,119.31999969482422,120.5,113.7129898071289,1552000,0.0,0.0
2024-11-19,120.12999725341797,121.76000213623047,119.88999938964844,121.68000030517578,114.8265380859375,2337900,0.0,0.0
2024-11-20,121.69999694824219,122.43000030517578,121.2699966430664,122.18000030517578,115.29837036132812,1575800,0.0,0.0
2024-11-21,122.38999938964844,124.08999633789062,121.8499984741211,123.9800033569336,116.99698638916016,1550600,0.0,0.0
2024-11-22,124.06999969482422,125.05000305175781,123.9800033569336,124.5999984741211,117.5820541381836,1178600,0.0,0.0
2024-11-25,125.01000213623047,125.5999984741211,124.69000244140625,125.18000030517578,118.12940216064453,1567900,0.0,0.0
2024-11-26,125.36000061035156,125.62999725341797,124.62999725341797,125.44999694824219,118.3841781616211,1148500,0.0,0.0
2024-11-27,125.9800033569336,127.52999877929688,125.87999725341797,126.08000183105469,118.97870635986328,1127700,0.0,0.0
2024-11-29,126.30999755859375,126.36000061035156,125.25,125.77999877929688,118.69560241699219,608700,0.0,0.0
2024-12-02,125.7699966430664,125.8499984741211,123.41999816894531,123.5999984741211,116.63838195800781,1095200,0.0,0.0
2024-12-03,125.30999755859375,125.44000244140625,122.91000366210938,122.9800033569336,116.05330657958984,1207400,0.0,0.0
2024-12-04,122.88999938964844,123.4000015258789,121.7699966430664,122.29000091552734,115.40217590332031,1047600,0.0,0.0
2024-12-05,122.33000183105469,123.16999816894531,122.08000183105469,122.41999816894531,115.52484893798828,1094800,0.0,0.0
2024-12-06,122.5,122.6500015258789,121.1500015258789,121.56999969482422,114.72272491455078,1382000,0.0,0.0
2024-12-09,121.38999938964844,122.25,121.1500015258789,121.80000305175781,114.93977355957031,1454300,0.0,0.0
2024-12-10,121.55999755859375,122.26000213623047,119.5199966430664,121.97000122070312,115.10020446777344,1381300,0.0,0.0
2024-12-11,121.93000030517578,122.27999877929688,120.80000305175781,121.0,114.18482208251953,1448200,0.0,0.0
2024-12-12,121.4800033569336,121.69000244140625,120.62000274658203,120.77999877929688,113.97721862792969,1302900,0.0,0.0
2024-12-13,120.87000274658203,121.93000030517578,120.43000030517578,121.27999877929688,114.44906616210938,1439500,0.0,0.0
2024-12-16,120.30999755859375,123.06999969482422,119.83999633789062,121.3499984741211,115.55364990234375,2428700,1.09,0.0
2024-12-17,120.81999969482422,122.94000244140625,120.2300033569336,120.69999694824219,114.93470001220703,1857200,0.0,0.0
2024-12-18,120.30000305175781,120.80999755859375,117.48999786376953,117.52999877929688,111.9161148071289,1409800,0.0,0.0
2024-12-19,116.91999816894531,119.27999877929688,116.6500015258789,118.11000061035156,112.4684066772461,1358500,0.0,0.0
2024-12-20,116.94000244140625,120.48999786376953,116.69999694824219,120.18000030517578,114.43954467773438,3035900,0.0,0.0
2024-12-23,120.05000305175781,120.41000366210938,118.91999816894531,120.25,114.50618743896484,899000,0.0,0.0
2024-12-24,120.06999969482422,120.80999755859375,120.06999969482422,120.76000213623047,114.99183654785156,309900,0.0,0.0
2024-12-26,120.25,121.3499984741211,120.04000091552734,121.08999633789062,115.30606842041016,533400,0.0,0.0
2024-12-27,120.38999938964844,122.08000183105469,120.0999984741211,121.3499984741211,115.55364990234375,1074800,0.0,0.0
2024-12-30,121.0,121.0,119.43000030517578,120.55000305175781,114.79187774658203,735000,0.0,0.0
2024-12-31,120.61000061035156,121.43000030517578,120.0199966430664,120.75,114.98231506347656,646000,0.0,0.0
2025-01-02,122.83000183105469,122.83000183105469,120.6500015258789,121.06999969482422,115.28702545166016,693200,0.0,0.0
2025-01-03,121.23999786376953,122.30000305175781,120.75,121.58000183105469,115.77265930175781,906100,0.0,0.0
2025-01-06,121.56999969482422,121.61000061035156,119.45999908447266,119.66999816894531,113.95388793945312,893400,0.0,0.0
2025-01-07,119.73999786376953,121.43000030517578,119.69999694824219,120.37999725341797,114.6299819946289,844700,0.0,0.0
2025-01-08,119.56999969482422,121.08999633789062,118.94999694824219,121.01000213623047,115.22988891601562,814900,0.0,0.0
2025-01-10,120.13999938964844,120.80000305175781,118.36000061035156,119.0199966430664,113.3349380493164,1082800,0.0,0.0
2025-01-13,119.08000183105469,119.08000183105469,116.76000213623047,118.22000122070312,112.57316589355469,710500,0.0,0.0
2025-01-14,118.29000091552734,120.1500015258789,117.94999694824219,119.43000030517578,113.7253646850586,823200,0.0,0.0
2025-01-15,121.36000061035156,121.7300033569336,120.11000061035156,120.61000061035156,114.84900665283203,843000,0.0,0.0
2025-01-16,120.27999877929688,123.0,120.27999877929688,122.98999786376953,117.11532592773438,903600,0.0,0.0
2025-01-17,122.75,124.08999633789062,122.4000015258789,123.66000366210938,117.75331115722656,697200,0.0,0.0
2025-01-21,124.30999755859375,125.5999984741211,123.44000244140625,123.88999938964844,117.97232055664062,1209300,0.0,0.0
2025-01-22,123.31999969482422,123.41999816894531,119.9000015258789,120.2300033569336,114.48715209960938,1103700,0.0,0.0
2025-01-23,120.81999969482422,121.25,116.30000305175781,119.51000213623047,113.80154418945312,2738800,0.0,0.0
2025-01-24,119.44999694824219,120.25,118.86000061035156,119.0999984741211,113.41111755371094,1107900,0.0,0.0
2025-01-27,120.4000015258789,122.12999725341797,118.11000061035156,121.7300033569336,115.91549682617188,1342700,0.0,0.0
