date,adjclose
2024-10-01,196.30665588378906
2024-10-02,194.22042846679688
2024-10-03,193.26780700683594
2024-10-04,194.12515258789062
2024-10-07,193.6964569091797
2024-10-08,197.19259643554688
2024-10-09,203.57518005371094
2024-10-10,203.47988891601562
2024-10-11,205.7566680908203
2024-10-14,207.29039001464844
2024-10-15,206.97601318359375
2024-10-16,208.58592224121094
2024-10-17,209.1479949951172
2024-10-18,211.50096130371094
2024-10-21,211.00559997558594
2024-10-22,211.81532287597656
2024-10-23,209.9005584716797
2024-10-24,199.19309997558594
2024-10-25,198.1452178955078
2024-10-28,196.33522033691406
2024-10-29,196.22091674804688
2024-10-30,194.5252685546875
2024-10-31,195.9351348876953
2024-11-01,199.27883911132812
2024-11-04,197.70701599121094
2024-11-05,198.88827514648438
2024-11-06,206.14723205566406
2024-11-07,207.1951141357422
2024-11-08,209.09085083007812
2024-11-11,214.56842041015625
2024-11-12,222.82762145996094
2024-11-13,222.02745056152344
2024-11-14,219.7411651611328
2024-11-15,219.21461486816406
2024-11-18,219.08059692382812
2024-11-19,218.45834350585938
2024-11-20,216.99365234375
2024-11-21,216.43844604492188
2024-11-22,219.32949829101562
2024-11-25,220.7559051513672
2024-11-26,220.56443786621094
2024-11-27,219.83689880371094
2024-11-29,222.9864044189453
2024-12-02,220.1336669921875
2024-12-03,217.27127075195312
2024-12-04,219.98046875
2024-12-05,216.6298828125
2024-12-06,216.716064453125
2024-12-09,215.48110961914062
2024-12-10,219.30078125
2024-12-11,219.28163146972656
2024-12-12,217.97012329101562
2024-12-13,217.90310668945312
2024-12-16,225.9253692626953
2024-12-17,223.17788696289062
2024-12-18,217.175537109375
2024-12-19,217.19471740722656
2024-12-20,218.57322692871094
2024-12-23,217.44358825683594
2024-12-24,219.1284637451172
2024-12-26,221.9621124267578
2024-12-27,219.71241760253906
2024-12-30,216.9266357421875
2024-12-31,216.2469482421875
2025-01-02,215.89273071289062
2025-01-03,216.85006713867188
2025-01-06,212.27410888671875
2025-01-07,211.2115020751953
2025-01-08,210.77114868164062
2025-01-10,208.87567138671875
2025-01-13,209.746826171875
2025-01-14,209.1724395751953
2025-01-15,210.16802978515625
2025-01-16,213.18356323242188
2025-01-17,213.0782470703125
2025-01-21,215.4619598388672
2025-01-22,213.5664825439453
2025-01-23,216.0267791748047
2025-01-24,212.053955078125
2025-01-27,216.07464599609375
2025-01-28,211.2785186767578
2025-01-29,211.6135711669922
2025-01-30,214.49508666992188
2025-01-31,214.1696014404297
2025-02-03,212.91552734375
2025-02-04,214.00685119628906
2025-02-05,212.8580780029297
2025-02-06,200.86297607421875
2025-02-07,196.74655151367188
2025-02-10,199.61846923828125
