date,adjclose
2024-10-01,303.3524169921875
2024-10-02,302.793701171875
2024-10-03,300.6628723144531
2024-10-04,302.7274169921875
2024-10-07,300.6344909667969
2024-10-08,300.852294921875
2024-10-09,305.33172607421875
2024-10-10,304.0058898925781
2024-10-11,310.95709228515625
2024-10-14,307.4246520996094
2024-10-15,307.8697814941406
2024-10-16,304.5931091308594
2024-10-17,304.30889892578125
2024-10-18,304.6214294433594
2024-10-21,299.9620361328125
2024-10-22,302.7274169921875
2024-10-23,298.2195129394531
2024-10-24,298.96771240234375
2024-10-25,300.1893615722656
2024-10-28,300.3692932128906
2024-10-29,299.2612609863281
2024-10-30,298.8256530761719
2024-10-31,303.200927734375
2024-11-01,302.3106994628906
2024-11-04,300.123046875
2024-11-05,302.37701416015625
2024-11-06,304.74456787109375
2024-11-07,304.85821533203125
2024-11-08,308.0496826171875
2024-11-11,304.76348876953125
2024-11-12,283.0102233886719
2024-11-13,285.4725036621094
2024-11-14,280.25439453125
2024-11-15,268.58697509765625
2024-11-18,266.10504150390625
2024-11-19,267.24102783203125
2024-11-20,274.80145263671875
2024-11-21,276.7393493652344
2024-11-22,281.15911865234375
2024-11-25,280.65313720703125
2024-11-26,267.29827880859375
2024-11-27,267.3555603027344
2024-11-29,270.0284423828125
2024-12-02,265.4749755859375
2024-12-03,265.68499755859375
2024-12-04,265.6277770996094
2024-12-05,261.8761291503906
2024-12-06,260.20556640625
2024-12-09,265.0263366699219
2024-12-10,263.2316589355469
2024-12-11,260.9979248046875
2024-12-12,261.6183776855469
2024-12-13,258.33453369140625
2024-12-16,254.401611328125
2024-12-17,253.8765869140625
2024-12-18,247.0320587158203
2024-12-19,249.33267211914062
2024-12-20,251.42323303222656
2024-12-23,252.01510620117188
2024-12-24,252.48284912109375
2024-12-26,251.23228454589844
2024-12-27,250.7263641357422
2024-12-30,247.5284423828125
2024-12-31,248.80764770507812
2025-01-02,247.50936889648438
2025-01-03,249.36131286621094
2025-01-06,246.85072326660156
2025-01-07,250.16319274902344
2025-01-08,252.215576171875
2025-01-10,250.3254852294922
2025-01-13,257.924072265625
2025-01-14,254.97439575195312
2025-01-15,256.7308349609375
2025-01-16,257.1985778808594
2025-01-17,259.75689697265625
2025-01-21,262.3343811035156
2025-01-22,261.02655029296875
2025-01-23,265.2649841308594
2025-01-24,262.91668701171875
2025-01-27,270.10479736328125
2025-01-28,267.5751037597656
2025-01-29,268.8924560546875
2025-01-30,271.126220703125
2025-01-31,272.4627380371094
2025-02-03,275.75604248046875
2025-02-04,275.8992614746094
2025-02-05,293.8362121582031
2025-02-06,284.2615966796875
2025-02-07,280.21405029296875
2025-02-10,281.40728759765625
2025-02-11,283.1924133300781
2025-02-12,281.6650390625
2025-02-13,283.48834228515625
2025-02-14,280.1875915527344
2025-02-18,281.7657775878906
2025-02-19,283.18035888671875
2025-02-20,286.70245361328125
2025-02-21,291.591064453125
2025-02-24,298.04815673828125
2025-02-25,303.7354431152344
2025-02-26,294.83404541015625
2025-02-27,294.295166015625
2025-02-28,296.4507141113281
2025-03-03,299.0682067871094
2025-03-04,300.4250793457031
2025-03-05,304.6400451660156
2025-03-06,305.8428955078125
2025-03-07,312.61761474609375
2025-03-10,315.0233459472656
2025-03-11,306.87255859375
2025-03-12,300.7233581542969
2025-03-13,300.8581237792969
2025-03-14,301.88775634765625
2025-03-17,305.2174072265625
2025-03-18,306.6416320800781
2025-03-19,303.85089111328125
2025-03-20,303.16766357421875
2025-03-21,304.1300354003906
2025-03-24,302.5325622558594
2025-03-25,295.2959289550781
2025-03-26,294.18927001953125
2025-03-27,294.24700927734375
2025-03-28,295.3825378417969
2025-03-31,299.8092041015625
2025-04-01,295.3537292480469
2025-04-02,294.1796569824219
2025-04-03,298.17327880859375
2025-04-04,283.2958984375
2025-04-07,278.77301025390625
2025-04-08,269.6983642578125
2025-04-09,280.1202392578125
2025-04-10,270.80499267578125
2025-04-11,275.20281982421875
2025-04-14,282.8436279296875
2025-04-15,284.17156982421875
2025-04-16,271.98870849609375
2025-04-17,266.84033203125
2025-04-21,263.3663024902344
2025-04-22,267.908447265625
2025-04-23,267.4272766113281
2025-04-24,269.294189453125
2025-04-25,270.25653076171875
2025-04-28,272.42169189453125
2025-04-29,277.6855773925781
2025-04-30,279.9566650390625
2025-05-01,273.0857238769531
2025-05-02,270.6221618652344
2025-05-05,269.5058898925781
2025-05-06,260.2484436035156
2025-05-07,265.4449157714844
2025-05-08,261.7977294921875
2025-05-09,255.84100341796875
2025-05-12,264.4056396484375
2025-05-13,260.2580261230469
2025-05-14,252.39598083496094
2025-05-15,261.4512939453125
2025-05-16,264.46087646484375
2025-05-19,267.8005065917969
2025-05-20,266.9850158691406
2025-05-21,263.4220886230469
2025-05-22,263.9657287597656
2025-05-23,263.73272705078125
2025-05-27,271.2954406738281
2025-05-28,270.27606201171875
2025-05-29,275.26611328125
2025-05-30,279.77069091796875
2025-06-02,280.0522155761719
2025-06-03,281.1201171875
2025-06-04,278.6348571777344
2025-06-05,278.7221984863281
2025-06-06,281.85791015625
2025-06-09,281.51812744140625
2025-06-10,284.86749267578125
2025-06-11,283.2947692871094
2025-06-12,288.6148681640625
2025-06-13,286.6052551269531
2025-06-16,286.9353332519531
2025-06-17,281.5860900878906
2025-06-18,281.1783752441406
2025-06-20,280.8871154785156
2025-06-23,264.489990234375
2025-06-24,269.3926086425781
2025-06-25,272.169189453125
2025-06-26,270.96533203125
2025-06-27,269.04315185546875
2025-06-30,271.0624084472656
2025-07-01,282.0423889160156
2025-07-02,288.1877136230469
2025-07-03,289.5370788574219
2025-07-07,284.4014892578125
2025-07-08,288.33331298828125
2025-07-09,287.8672790527344
2025-07-10,291.60498046875
2025-07-11,286.65380859375
2025-07-14,288.3624267578125
2025-07-15,283.97430419921875
2025-07-16,290.2943420410156
2025-07-17,289.5468444824219
2025-07-18,286.1586608886719
2025-07-21,287.23626708984375
2025-07-22,296.76971435546875
2025-07-23,300.19671630859375
2025-07-24,299.5462646484375
2025-07-25,297.63372802734375
2025-07-28,292.49810791015625
2025-07-29,294.701904296875
2025-07-30,292.5757751464844
2025-07-31,286.4887390136719
2025-08-01,288.216796875
2025-08-04,293.1291809082031
2025-08-05,291.32342529296875
2025-08-06,276.3631286621094
2025-08-07,276.39227294921875
2025-08-08,279.8192443847656
2025-08-11,276.7708740234375
2025-08-12,276.6640625
2025-08-13,280.8871154785156
2025-08-14,281.81915283203125
2025-08-15,287.8187561035156
2025-08-18,284.0810852050781
2025-08-19,286.92559814453125
2025-08-20,287.7993469238281
2025-08-21,287.1294860839844
2025-08-22,287.4622497558594
2025-08-25,282.3240966796875
2025-08-26,283.4104309082031
2025-08-27,281.8347473144531
2025-08-28,279.5250244140625
2025-08-29,281.5802917480469
2025-09-02,280.80712890625
2025-09-03,277.80255126953125
2025-09-04,274.1324462890625
2025-09-05,277.59698486328125
2025-09-08,274.22052001953125
2025-09-09,274.00518798828125
2025-09-10,272.5762939453125
2025-09-11,276.7064208984375
2025-09-12,270.50146484375
2025-09-15,268.5538635253906
2025-09-16,267.261962890625
2025-09-17,268.85723876953125
2025-09-18,269.953369140625
2025-09-19,279.3293151855469
2025-09-22,279.90673828125
2025-09-23,280.699462890625
2025-09-24,273.27117919921875
2025-09-25,265.4024353027344
2025-09-26,267.1640930175781
2025-09-29,268.13299560546875
2025-09-30,276.18768310546875
2025-10-01,292.1404113769531
2025-10-02,291.0638427734375
2025-10-03,291.5434265136719
2025-10-06,287.85369873046875
2025-10-07,289.24346923828125
2025-10-08,288.3430480957031
2025-10-09,289.13580322265625
2025-10-10,283.9486999511719
2025-10-13,286.1703796386719
2025-10-14,287.5894775390625
2025-10-15,290.98553466796875
2025-10-16,289.5076904296875
2025-10-17,292.44378662109375
2025-10-20,296.86749267578125
2025-10-21,294.72418212890625
2025-10-22,289.6741027832031
2025-10-23,286.64996337890625
2025-10-24,285.54400634765625
2025-10-27,284.9567565917969
2025-10-28,285.8669738769531
2025-10-29,285.5538024902344
2025-10-30,285.7789001464844
2025-10-31,292.0718994140625
2025-11-03,289.98724365234375
2025-11-04,290.3787536621094
2025-11-05,313.0453186035156
2025-11-06,308.8663024902344
2025-11-07,313.37811279296875
2025-11-10,316.7643737792969
2025-11-11,331.2392578125
2025-11-12,329.115478515625
2025-11-13,328.8414611816406
2025-11-14,329.565673828125
2025-11-17,334.4298095703125
2025-11-18,336.6612243652344
2025-11-19,335.1051025390625
2025-11-20,328.90997314453125
2025-11-21,332.704833984375
2025-11-24,329.51123046875
2025-11-25,336.2236633300781
2025-11-26,339.63409423828125
2025-11-28,340.5113525390625
2025-12-01,332.655517578125
2025-12-02,333.5130615234375
2025-12-03,340.4719543457031
2025-12-04,335.2872619628906
2025-12-05,325.1644287109375
2025-12-08,316.62847900390625
2025-12-09,309.35418701171875
2025-12-10,310.86224365234375
2025-12-11,312.8336181640625
2025-12-12,313.1884460449219
2025-12-15,320.6500244140625
2025-12-16,322.05950927734375
2025-12-17,321.3399963378906
2025-12-18,319.77276611328125
2025-12-19,322.69036865234375
2025-12-22,326.6429138183594
2025-12-23,326.7414855957031
2025-12-24,329.17608642578125
2025-12-26,328.1608581542969
2025-12-29,324.90814208984375
2025-12-30,323.9815673828125
2025-12-31,322.621337890625
2026-01-02,322.9466247558594
2026-01-05,316.1257629394531
2026-01-06,325.4403991699219
2026-01-07,336.74609375
2026-01-08,325.3812561035156
2026-01-09,321.4287109375
2026-01-12,320.876708984375
2026-01-13,319.65447998046875
2026-01-14,324.2575988769531
2026-01-15,325.3023986816406
2026-01-16,325.6769714355469
2026-01-20,326.25848388671875
2026-01-21,338.67803955078125
2026-01-22,342.0982971191406
2026-01-23,339.8115234375
2026-01-26,344.6807861328125
2026-01-27,346.2874450683594
2026-01-28,337.3177795410156
2026-01-29,338.0274658203125
2026-01-30,336.982666015625
2026-02-02,339.7425231933594
2026-02-03,333.7397766113281
2026-02-04,360.95428466796875
2026-02-05,362.5313415527344
2026-02-06,378.814697265625
2026-02-09,370.4364929199219
2026-02-10,359.4264831542969
2026-02-11,361.3288269042969
2026-02-12,360.95428466796875
2026-02-13,366.4229736328125
2026-02-17,370.56170654296875
2026-02-18,376.88397216796875
2026-02-19,372.6856689453125
2026-02-20,371.9412841796875
2026-02-23,376.5763244628906
2026-02-24,380.00042724609375
2026-02-25,381.4494934082031
2026-02-26,376.4869689941406
2026-02-27,385.25079345703125
2026-03-02,382.8092346191406
2026-03-03,374.1744384765625
2026-03-04,376.4273986816406
2026-03-05,364.8448791503906
2026-03-06,366.7604064941406
2026-03-09,374.1446533203125
2026-03-10,372.6161804199219
2026-03-11,374.8096618652344
2026-03-12,365.0334777832031
2026-03-13,363.4653015136719
2026-03-16,363.5050048828125
2026-03-17,358.4233703613281
2026-03-18,348.845703125
2026-03-19,347.29742431640625
2026-03-20,345.1932678222656
2026-03-23,347.14849853515625
2026-03-24,345.81854248046875
2026-03-25,351.27734375
2026-03-26,350.51312255859375
2026-03-27,346.156005859375
2026-03-30,346.38427734375
2026-03-31,349.21295166015625
2026-04-01,350.6322021484375
2026-04-02,345.3322448730469
2026-04-06,340.00250244140625
2026-04-07,337.4517517089844
2026-04-08,347.188232421875
2026-04-09,352.9348449707031
2026-04-10,348.3891296386719
2026-04-13,347.1981506347656
2026-04-14,348.3197021484375
2026-04-15,345.6101379394531
2026-04-16,346.7713928222656
2026-04-17,352.6370544433594
2026-04-20,347.5356140136719
2026-04-21,342.2752990722656
2026-04-22,343.327392578125
2026-04-23,346.00714111328125
2026-04-24,341.9676208496094
2026-04-27,337.6304016113281
2026-04-28,337.02496337890625
2026-04-29,335.486572265625
2026-04-30,343.6549072265625
2026-05-01,327.3480529785156
2026-05-04,321.42279052734375
2026-05-05,327.1197509765625
2026-05-06,328.62835693359375
2026-05-07,326.6235046386719
2026-05-08,329.2139587402344
2026-05-11,327.1197509765625
2026-05-12,333.7695617675781
2026-05-13,333.9283752441406
2026-05-14,333.71002197265625
2026-05-15,326.30999755859375
2026-05-18,324.3900146484375
2026-05-19,330.75
2026-05-20,331.57000732421875
2026-05-21,337.4200134277344
2026-05-22,339.29998779296875
2026-05-26,335.94000244140625
2026-05-27,336.05999755859375
2026-05-28,336.4800109863281
2026-05-29,336.7900085449219
2026-06-01,329.1300048828125
2026-06-02,328.260009765625
