date,gross_ret,net_ret,turnover,longs,shorts,source,rationale
2025-06-25,0.0040999935269813,0.0031848867234132794,0.45755340178401044,BA|DIS|MSFT|WMT|AMZN,NKE|MRK|CRM|MMM|AAPL,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-06-26,-0.029528838438832528,-0.03073335735646119,0.6022594588143312,WMT|MSFT|IBM|DIS|BA,HD|AAPL|MMM|CRM|NKE,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-06-27,0.006204227109375989,0.004579278248994442,0.8124744301907733,WMT|MSFT|IBM|DIS|JPM,JNJ|MCD|MMM|CRM|UNH,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-06-30,-0.03211172472497621,-0.03362242621087119,0.7553507429474892,MSFT|WMT|IBM|JPM|CSCO,VZ|CRM|AAPL|AMGN|UNH,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-01,0.009269605170083954,0.008155317526792044,0.5571438216459547,MSFT|IBM|NVDA|WMT|JPM,MCD|JNJ|AAPL|AMGN|UNH,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-02,0.01473420254897524,0.013326031049237293,0.7040857498689738,MSFT|NVDA|JPM|DIS|IBM,CVX|MCD|AMGN|AAPL|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-03,0.013180276809377197,0.012700639353823068,0.2398187277770649,MSFT|NVDA|DIS|JPM|IBM,VZ|MCD|DOW|AMGN|AAPL,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-07,-0.016908902442049914,-0.018831415486544868,0.9612565222474764,NVDA|AMZN|DIS|MSFT|BA,JNJ|MRK|CVX|AAPL|AMGN,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-08,-0.00988839924611869,-0.011662376757454254,0.886988755667782,GS|DIS|JPM|AXP|NVDA,MRK|CVX|JNJ|AMGN|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-09,0.007352193882513064,0.006908572124323846,0.22181087909460917,GS|DIS|AXP|JPM|NKE,JNJ|MRK|CVX|AMGN|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-10,-0.01067747392791793,-0.011658711752292562,0.49061891218731624,GS|NKE|DIS|AXP|HON,DOW|MRK|CVX|MCD|JNJ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-11,0.014906695408714535,0.014415005343385034,0.24584503266475102,GS|NKE|DIS|AXP|JPM,CVX|JNJ|MRK|MCD|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-14,0.001531213956702365,0.0006892341904579731,0.4209898831221959,NKE|DIS|GS|AXP|IBM,AMGN|DOW|MRK|JNJ|MCD,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-15,-0.010947112456381426,-0.011743313574281055,0.39810055894981466,NKE|DIS|AXP|GS|IBM,MMM|KO|MRK|JNJ|MCD,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-16,0.010857106912287858,0.009689601108520797,0.5837529018835306,NKE|DIS|AXP|CSCO|IBM,VZ|AMGN|KO|JNJ|MCD,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-17,-0.008527197805721856,-0.010101179161876814,0.7869906780774794,NKE|AXP|GS|DIS|CAT,TRV|WMT|MCD|KO|JNJ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-18,0.00312871107556399,0.0016011725746704693,0.7637692504467604,NKE|AXP|BA|GS|AMZN,PG|WMT|CRM|TRV|JNJ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-21,-0.013620484428274843,-0.015006763087111508,0.6931393294183328,GS|BA|AXP|CAT|AMZN,KO|TRV|JNJ|PG|VZ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-22,0.011604588258498125,0.010360071338172136,0.6222584601629944,NVDA|GS|AMZN|BA|MSFT,TRV|DOW|JNJ|PG|VZ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-23,0.04388811816209868,0.04336149112091289,0.26331352059289437,NVDA|GS|BA|MSFT|AMZN,TRV|HD|DOW|PG|VZ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-24,0.002777632936190491,0.0008079109992615266,0.9848609684644822,BA|NVDA|DIS|CAT|MSFT,MRK|WMT|JNJ|PG|VZ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-25,0.006946454812530456,0.0056762907212304925,0.6350820456499816,NVDA|DIS|BA|MSFT|CSCO,HD|WMT|CRM|MRK|VZ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-28,0.017736278241237097,0.015668999743270216,1.0336392489834416,DIS|CSCO|MSFT|GS|IBM,UNH|PG|MCD|CRM|MRK,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-29,0.008026800469131816,0.006053734222488688,0.9865331233215637,DIS|BA|CSCO|HON|CAT,KO|MRK|WMT|CRM|MCD,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-30,-0.002154577604141672,-0.0033289288645604654,0.5871756302093967,BA|DIS|NKE|CAT|GS,VZ|CRM|KO|WMT|MCD,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-07-31,-0.01555437695971692,-0.016132326000025586,0.28897452015433245,BA|DIS|NKE|GS|CAT,KO|VZ|TRV|WMT|MCD,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-01,-0.0009301749825544074,-0.001599642770631874,0.3347338940387332,BA|AMZN|DIS|NKE|GS,TRV|VZ|KO|WMT|MCD,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-04,0.005743341610553286,0.005180314773754877,0.2815134183992044,NKE|BA|AMZN|CAT|DIS,MCD|VZ|KO|TRV|WMT,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-05,-0.0045447201823439025,-0.0052060408457858314,0.33066033172096454,NKE|AMZN|DIS|GS|BA,MCD|KO|VZ|TRV|WMT,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-06,-0.013536331834213971,-0.014498125600765282,0.4808968832756557,AMZN|DIS|NKE|CAT|GS,MCD|KO|WMT|PG|TRV,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-07,0.00106692023031133,0.0005371492337176908,0.26488549829681957,AMZN|CAT|NKE|GS|JPM,MCD|WMT|TRV|KO|PG,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-08,-0.01158589423392475,-0.012987565335827005,0.700835550951127,NKE|CAT|GS|MSFT|JPM,MMM|WMT|TRV|PG|UNH,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-11,0.004085560771926781,0.0036716861866643944,0.20693729263119345,NKE|CAT|GS|MSFT|NVDA,MMM|WMT|TRV|UNH|PG,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-12,-0.015265633049920062,-0.016258185658507465,0.49627630429370223,CAT|NKE|GS|MSFT|AMGN,DOW|MCD|MMM|PG|UNH,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-13,0.0016291293056566241,0.0005122781385142412,0.5584255835711914,CAT|NVDA|MSFT|NKE|GS,MMM|AXP|PG|UNH|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-14,-0.039942800449035185,-0.04142387002042262,0.7405347856937194,NVDA|CAT|CSCO|JNJ|MSFT,DIS|AXP|V|UNH|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-15,0.0033423561976758122,0.0014826512985769117,0.9298524495494502,NVDA|CAT|GS|CVX|JNJ,CRM|PG|V|IBM|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-18,-0.015168360625476624,-0.01608968918038406,0.4606642774537183,NVDA|GS|JNJ|MSFT|CAT,UNH|V|CRM|IBM|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-19,-0.0010010109446422595,-0.002318961813784823,0.6589754345712817,NVDA|GS|BA|CVX|CAT,PG|IBM|CRM|UNH|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-20,0.00499192523089635,0.0045158894038390684,0.238017913528641,NVDA|GS|NKE|CVX|BA,IBM|CRM|UNH|PG|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-21,0.005302429292560064,0.004891519227740032,0.20545503241001595,NVDA|GS|NKE|AAPL|BA,IBM|CRM|UNH|PG|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-22,0.008011896448131144,0.006362258071171546,0.8248191884797992,NVDA|BA|AAPL|AMZN|CVX,CRM|HON|TRV|PG|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-25,0.014606099716935642,0.013800991276943236,0.4025542199962032,AAPL|NVDA|BA|AMZN|MSFT,CRM|HON|V|TRV|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-26,0.0014925025855838164,-0.0002507211892612748,0.8716118874225456,JNJ|AAPL|HD|MSFT|MRK,TRV|IBM|V|HON|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-27,-0.00729177733530709,-0.00859569074988317,0.6519567072880402,JNJ|MRK|NKE|MSFT|NVDA,CRM|V|IBM|HON|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-28,-0.0023388390432791855,-0.0028906563906322498,0.27590867367653216,JNJ|MRK|CVX|NKE|NVDA,V|HON|CRM|IBM|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-08-29,-0.008457881612952217,-0.010354444601528592,0.9482814942881871,NVDA|NKE|CAT|HD|MRK,PG|V|WMT|IBM|CRM,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-02,-0.008215322432091771,-0.008758418995628375,0.2715482817683023,NVDA|NKE|CAT|GS|HD,V|CRM|IBM|PG|WMT,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-03,0.010656851216630491,0.009944507044021549,0.3561720863044711,NVDA|GS|NKE|CAT|BA,TRV|IBM|CRM|PG|WMT,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-04,-0.015504319127022858,-0.01638912745947335,0.44240416622524587,NVDA|NKE|CVX|CAT|BA,UNH|TRV|IBM|PG|WMT,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-05,-0.00011859211914867426,-0.0005551478988758193,0.21827788986357255,NVDA|NKE|CVX|CAT|BA,TRV|IBM|PG|WMT|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-08,-0.007035461082851947,-0.007900878197961321,0.43270855755468723,NVDA|NKE|CVX|BA|GS,UNH|TRV|WMT|IBM|PG,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-09,0.02741072438635337,0.025980199842762973,0.7152622717951993,CVX|NKE|NVDA|JNJ|CAT,HON|DOW|WMT|PG|IBM,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-10,-0.01597853551341993,-0.017108946034089422,0.5652052603347466,AAPL|JNJ|NKE|CVX|BA,WMT|HON|PG|DOW|IBM,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-11,0.009790285756630712,0.008737170898989993,0.5265574288203594,AAPL|NKE|JNJ|CVX|AMZN,CRM|HON|AMGN|IBM|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-12,0.008811268735788627,0.007159322465339818,0.8259731352244043,AAPL|NKE|BA|JNJ|HD,MSFT|PG|V|IBM|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-15,-0.004863683217128571,-0.005251734365493445,0.19402557418243704,NKE|AAPL|BA|HD|JNJ,VZ|MSFT|V|IBM|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-16,-0.006542209100374052,-0.00742555483063569,0.4416728651308189,NKE|BA|JNJ|UNH|AAPL,V|PG|MSFT|IBM|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-17,0.014046749861717004,0.012711246669054684,0.6677515963311602,NVDA|NKE|HD|BA|JNJ,HON|PG|V|IBM|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-18,-0.004872335558797252,-0.006492383336366344,0.8100238887845457,HD|NKE|JNJ|NVDA|MMM,CRM|CSCO|PG|MSFT|IBM,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-19,0.00015203318076874306,-0.001049594424305395,0.600813802537069,NVDA|HD|NKE|JNJ|UNH,V|CSCO|CRM|IBM|AMGN,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-22,0.007385142226256096,0.006697277711076094,0.34393225759000146,HD|JNJ|NKE|UNH|NVDA,KO|AMGN|V|CRM|IBM,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-23,0.010435800907971728,0.0096443412447358,0.3957298316179641,HD|NKE|JNJ|CVX|NVDA,HON|KO|AMGN|CRM|IBM,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-24,-0.005759797998150411,-0.006458081883426788,0.3491419426381887,HD|NKE|JNJ|GS|CVX,MSFT|HON|AMGN|CRM|IBM,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-25,-0.0026058069792961836,-0.003979031371790378,0.6866121962470974,HD|NKE|GS|CAT|NVDA,MSFT|DIS|CRM|HON|IBM,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-26,0.00892630995126835,0.007739743690615446,0.5932831303264513,HD|CAT|GS|NVDA|JNJ,BA|DOW|HON|DIS|IBM,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-29,0.003295211432494728,0.0019285945109943738,0.6833084607501771,AAPL|NVDA|HD|CAT|CVX,DOW|PG|HON|IBM|DIS,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-09-30,-0.007255830853284881,-0.007947872561666356,0.34602085419073747,AAPL|GS|CVX|HD|CAT,PG|HON|DOW|IBM|DIS,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-01,-0.005329023698554524,-0.006616870242424161,0.6439232719348189,UNH|HD|AAPL|CVX|GS,DOW|HON|AMGN|NKE|IBM,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-02,0.012163016981458868,0.011532561290643237,0.31522784540781557,AAPL|HD|CVX|GS|UNH,HON|V|AMGN|NKE|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-03,0.0075176773945950974,0.007135131116549665,0.1912731390227163,AAPL|HD|GS|CVX|JPM,HON|AMGN|V|NKE|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-06,0.00400916605944932,0.0031298920937961527,0.4396369828265837,AAPL|GS|HD|JPM|NVDA,NKE|V|IBM|AMGN|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-07,3.8801928191428865e-05,-0.0009091819719144371,0.47399195005293293,NVDA|GS|HD|AAPL|JPM,BA|CRM|AMGN|IBM|V,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-08,0.014192028331242557,0.012793187948825514,0.699420191208521,HD|GS|AAPL|MRK|NVDA,V|DOW|BA|HON|CRM,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-09,-0.008608901127021078,-0.01031661737670319,0.8538581248410554,AAPL|HD|TRV|MRK|NVDA,V|DIS|AMZN|KO|CRM,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-10,-0.0014189399484132274,-0.002233454171764966,0.4072571116758694,AAPL|TRV|NVDA|HD|CAT,DIS|BA|AMZN|KO|CRM,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-13,0.008032600498375592,0.006524885309875796,0.7538575942498975,AAPL|TRV|MRK|HD|GS,AMGN|AMZN|MCD|CRM|KO,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-14,0.004881748372169977,0.003280768125139419,0.800490123515279,AAPL|TRV|UNH|GS|NVDA,DOW|MCD|CRM|KO|HON,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-15,0.0024964215338061915,0.0008030721264287097,0.8466747036887409,AAPL|UNH|NVDA|TRV|JNJ,AMGN|NKE|DOW|DIS|KO,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-16,0.007142393469285371,0.005921489950582459,0.6104517593514559,AAPL|UNH|NVDA|MRK|JNJ,DIS|CRM|HON|KO|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-17,0.007517228215093676,0.006109209019263508,0.7040095979150838,UNH|JNJ|MRK|GS|NVDA,AMGN|DIS|HON|NKE|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-20,-0.00691219848528877,-0.008352731673389856,0.7202665940505432,NVDA|GS|UNH|JNJ|JPM,VZ|PG|HON|AMGN|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-21,0.002400099597888297,-0.00016288749799522797,1.2814935479417626,WMT|CAT|JNJ|UNH|GS,AMGN|BA|CRM|NKE|DIS,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-22,-0.011607889868367605,-0.012816629336324652,0.6043697339785231,UNH|WMT|CAT|JNJ|AAPL,BA|HON|NKE|PG|CRM,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-23,-0.0015765113068266499,-0.0025274332020897754,0.4754609476315628,JNJ|UNH|CAT|WMT|AAPL,AMZN|BA|HON|NKE|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-24,-0.006333271442808387,-0.006764451510544528,0.2155900338680704,JNJ|UNH|CAT|WMT|AXP,BA|NKE|AMZN|HON|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-27,0.0010421269706732007,0.0005176461908707592,0.2622403899012207,JNJ|UNH|CAT|AAPL|AXP,BA|HON|DOW|AMZN|NKE,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-28,0.03197470961970199,0.031426219705567485,0.2742449570672505,UNH|JNJ|CAT|AXP|AAPL,MSFT|HON|NKE|BA|AMZN,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-29,0.024155450207167212,0.022859429179759503,0.6480105137038541,UNH|JNJ|AXP|MRK|AAPL,DOW|VZ|HON|MSFT|AMZN,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-30,-0.010066825741488077,-0.011769480926774874,0.851327592643399,UNH|MMM|JNJ|AXP|AAPL,AMGN|CRM|NKE|MSFT|VZ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-10-31,-0.009315737008394099,-0.010690845893683344,0.6875544426446218,UNH|IBM|DOW|AXP|AAPL,MSFT|DIS|CRM|AMGN|VZ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-03,0.00025997251285754183,-0.0004601817939587225,0.3600771534081322,UNH|IBM|AAPL|AXP|JNJ,KO|CRM|DIS|AMGN|VZ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-04,0.0070097040315900815,0.006216872360385839,0.3964158356021211,UNH|IBM|AAPL|AXP|DOW,KO|WMT|CRM|DIS|VZ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-05,-0.007715813032014863,-0.009494340279015462,0.8892636235002999,UNH|CAT|AAPL|NVDA|AXP,PG|VZ|MCD|DIS|KO,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-06,-0.0044535834185612105,-0.0057879637247401925,0.667190153089491,UNH|CAT|AAPL|AXP|NVDA,NKE|WMT|BA|KO|VZ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-07,0.006007677400993649,0.004659923880754242,0.6738767601197035,UNH|CAT|AAPL|DOW|IBM,PG|MCD|WMT|VZ|KO,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-10,-0.018733864883442457,-0.020256153231811395,0.7611441741844684,UNH|AMZN|CAT|NVDA|AAPL,MMM|MCD|NKE|VZ|KO,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-11,-0.003377587757898151,-0.004326061718361269,0.47423698023155914,UNH|AMZN|AAPL|AXP|NVDA,DIS|MMM|KO|VZ|NKE,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-12,-0.016047181315951536,-0.01705836942452154,0.5055940542850023,CAT|AAPL|AXP|AMZN|NVDA,PG|KO|DIS|VZ|NKE,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-13,-0.0005603791389293096,-0.0024259939382361958,0.9328073996534431,IBM|AXP|CAT|AAPL|JPM,MCD|MSFT|DOW|VZ|NKE,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-14,-0.004281422755231291,-0.004798810698555887,0.25869397166229846,AXP|CAT|IBM|AAPL|JPM,DOW|HON|VZ|MSFT|NKE,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-17,-0.01014710916092217,-0.011286951794566093,0.5699213168219621,AXP|CAT|IBM|AAPL|NVDA,MSFT|PG|MCD|NKE|VZ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-18,0.01266162530924254,0.011564045713807815,0.5487897977173624,IBM|AXP|CAT|AAPL|UNH,BA|PG|DOW|NKE|VZ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-19,0.001241498412508239,0.0004663159445819706,0.3875912339631342,IBM|AXP|CAT|GS|AAPL,DOW|MCD|PG|NKE|VZ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-20,0.0052604744709033695,0.004009891102924341,0.6252916839895142,IBM|AXP|AAPL|CAT|UNH,KO|V|MCD|PG|VZ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-21,0.028858475503619342,0.027859679163066534,0.4993981702764032,IBM|CAT|CSCO|AAPL|AXP,MCD|V|NKE|PG|VZ,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-24,-0.009683411073658357,-0.011180959719350275,0.7487743228459592,AMGN|CSCO|CAT|IBM|UNH,MCD|PG|NKE|V|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-25,-0.006625048271078279,-0.007870135839556805,0.6225437842392627,AMGN|CSCO|CAT|AAPL|JNJ,AMZN|V|NKE|HD|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-26,-0.0026011532351988232,-0.003089488715616716,0.24416774020894638,AMGN|CSCO|JNJ|CAT|AAPL,BA|V|NKE|HD|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-11-28,-0.005681364506289325,-0.0067215217329864765,0.5200786133485754,JNJ|WMT|AMGN|CSCO|AAPL,AMZN|HD|NKE|BA|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-12-01,-0.014742643260517793,-0.01588336044460797,0.5703585920450891,AMGN|JNJ|CSCO|CAT|IBM,MSFT|HD|NKE|BA|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-12-02,0.004860587870051931,0.003901416988796346,0.47958544062779246,IBM|JNJ|MRK|CSCO|AMGN,CRM|HD|DOW|NKE|BA,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-12-03,0.003343377222645905,0.0024849701552063165,0.4292035337197943,IBM|JNJ|MRK|AMGN|AAPL,HD|DOW|DIS|NKE|BA,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-12-04,-0.02455167160219423,-0.025486819640413858,0.4675740191098141,JNJ|MRK|AMGN|AAPL|IBM,VZ|DIS|CRM|NKE|BA,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-12-05,-0.006123518217377052,-0.006313647871484941,0.09506482705394444,JNJ|MRK|AMGN|IBM|AAPL,CRM|VZ|DIS|NKE|BA,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-12-08,0.0013355545989142334,0.000734296934681005,0.30062883211661423,AAPL|JNJ|MRK|AMGN|IBM,DIS|MCD|CRM|VZ|BA,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-12-09,0.010156340826359512,0.008916123934096182,0.6201084461316648,AAPL|JNJ|MRK|AMGN|MMM,VZ|MSFT|MCD|UNH|DIS,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-12-10,-0.012939854396814858,-0.01446169769484846,0.7609216490168013,AAPL|MRK|AMGN|JNJ|WMT,V|MSFT|DOW|NKE|DIS,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-12-11,0.0078005462374376965,0.006969821174165086,0.41536253163630504,AAPL|MRK|AMGN|IBM|WMT,HD|V|DIS|NKE|DOW,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-12-12,0.005353160439234469,0.004530105542826555,0.41152744820395704,AMGN|CAT|MRK|AAPL|IBM,DOW|V|UNH|NKE|DIS,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-12-15,-0.0034742559187117376,-0.004429080865907638,0.4774124735979503,CAT|AAPL|IBM|CSCO|MRK,DIS|UNH|V|NKE|PG,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
2025-12-16,-0.012749781004788813,-0.013551228471527298,0.4007237333692423,CAT|AAPL|IBM|CSCO|WMT,BA|DIS|V|NKE|PG,rule,"Rank-and-size: long top 5, short bottom 5, weighted by confidence x |score-50|."
